Год;Месяц;Компания;Бренд;Модель;Модификация;Год выпуска;Страна-производитель;Вид топлива;Объём двиг, л,;Коробка передач;Тип привода;Сегмент;Регион;Наименование дилерского центра;Тип клиента;Форма расчета;Количество;Цена, USD;Продажа, USD;Область;Сегментация 2013;Класс 2013;Сегментация Eng;Локализация производства
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Comfort;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Кокшетау;Hyundai Center Kokshetau;Физ. Лицо;;1;19734,05138;19734,05138;Акмолинская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Active;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Кызылорда;Best-Avto;Физ. Лицо;;1;17889,74751;17889,74751;Кызылординская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Base;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Алматы;Hyundai Auto Almaty;Физ. Лицо;;1;17362,80355;17362,80355;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Base;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Актобе;Кол Авто;Физ. Лицо;;1;17362,80355;17362,80355;Актюбинская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Base;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Актобе;Кол Авто;Физ. Лицо;;1;17362,80355;17362,80355;Актюбинская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Base;2018;Республика Казахстан;Бензин;1,6;6MT;2WD;C;Нур-Султан;Hyundai Premium Astana;Физ. Лицо;;1;16045,44365;16045,44365;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Base;2018;Республика Казахстан;Бензин;1,6;6MT;2WD;C;Караганда;Автомир-Центр Караганда;Физ. Лицо;;1;16045,44365;16045,44365;Карагандинская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Style;2019;Республика Казахстан;Бензин;2;6AT;2WD;C;Алматы;Hyundai Premium Almaty;Юр. Лицо;;1;21051,41129;21051,41129;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD High-Tech;2018;Республика Казахстан;Бензин;2;6AT;2WD;C;Шымкент;Hyundai Center Shimkent;Физ. Лицо;;1;22368,77119;22368,77119;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Active;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Шымкент;Hyundai Center Shimkent;Физ. Лицо;;1;17889,74751;17889,74751;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Active;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Нур-Султан;HYUNDAI AUTO ASTANA;Физ. Лицо;;1;17889,74751;17889,74751;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Base;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Шымкент;Hyundai Center Shimkent;Физ. Лицо;;1;17362,80355;17362,80355;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Base;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Актобе;Кол Авто;Физ. Лицо;;1;17362,80355;17362,80355;Актюбинская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Base;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Петропавловск;Hyundai Center Petropavlovsk;Физ. Лицо;;1;17362,80355;17362,80355;Северо-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Comfort;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Кызылорда;Best-Avto;Физ. Лицо;;1;19734,05138;19734,05138;Кызылординская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Active;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Караганда;Автомир-Центр Караганда;Физ. Лицо;;1;17889,74751;17889,74751;Карагандинская область;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD High-Tech;2018;Республика Казахстан;Бензин;2;6AT;2WD;C;Алматы;Hyundai Premium Almaty;Физ. Лицо;;1;22368,77119;22368,77119;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Comfort;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Нур-Султан;Hyundai Premium Astana;Физ. Лицо;;1;19734,05138;19734,05138;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
2019;Апрель;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD Comfort;2018;Республика Казахстан;Бензин;1,6;6AT;2WD;C;Шымкент;Hyundai Center Shimkent;Физ. Лицо;;1;19734,05138;19734,05138;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Караганда;Автомир-Центр Караганда;Физ. Лицо;кредит;1;25235,92093;25235,92093;Карагандинская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Нур-Султан;Hyundai Premium Astana;Физ. Лицо;кредит;1;25235,92093;25235,92093;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Нур-Султан;Hyundai Premium Astana;Физ. Лицо;;1;20762,40001;20762,40001;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Base;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Шымкент;Hyundai Center Shimkent;Физ. Лицо;кредит;1;20762,40001;20762,40001;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Base;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Нур-Султан;Hyundai Premium Astana;Физ. Лицо;кредит;1;25235,92093;25235,92093;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Шымкент;Hyundai Center Shimkent;Физ. Лицо;кредит;1;25235,92093;25235,92093;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Алматы;Hyundai Premium Almaty;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Алматы;Hyundai Auto Almaty;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Нур-Султан;Hyundai Premium Astana;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Павлодар;Hyundai Center Pavlodar;Физ. Лицо;кредит;1;20762,40001;20762,40001;Павлодарская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Алматы;Hyundai Auto Almaty;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Нур-Султан;Hyundai Premium Astana;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Шымкент;Hyundai Center Shimkent;Физ. Лицо;кредит;1;20762,40001;20762,40001;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Усть-Каменогорск;Тенгри-Авто;Физ. Лицо;кредит;1;20762,40001;20762,40001;Восточно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Нур-Султан;Hyundai Premium Astana;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Алматы;Hyundai Auto Almaty;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Шымкент;Hyundai Center Shimkent;Физ. Лицо;кредит;1;20762,40001;20762,40001;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Алматы;Hyundai Premium Almaty;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Алматы;Hyundai Auto Almaty;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Алматы;Hyundai Premium Almaty;Физ. Лицо;кредит;1;20762,40001;20762,40001;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Актау;Astana Motor Aktau;Физ. Лицо;кредит;1;20762,40001;20762,40001;Мангистауская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Active;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Караганда;Автомир-Центр Караганда;Физ. Лицо;кредит;1;20762,40001;20762,40001;Карагандинская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Start;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Шымкент;Hyundai Center Shimkent;Физ. Лицо;кредит;1;18394,06541;18394,06541;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Start;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Шымкент;Hyundai Center Shimkent;Юр. Лицо;;1;25235,92093;25235,92093;Южно-Казахстанская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Start;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Алматы;Hyundai Auto Almaty;Физ. Лицо;кредит;1;18394,06541;18394,06541;г.Алматы;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Start;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Актобе;Кол Авто;Физ. Лицо;кредит;1;18394,06541;18394,06541;Актюбинская область;Легковые автомобили;C класс;C;Локальное производство
2019;Май;Astana Motors;Hyundai;Elantra;Hyundai Elantra AD FL Start;2019;Республика Казахстан;Бензин;1,6;6 AT;2 WD;C;Нур-Султан;Hyundai Premium Astana;Физ. Лицо;кредит;1;18394,06541;18394,06541;г.Нур-Султан;Легковые автомобили;C класс;C;Локальное производство
